www.youtube.com
breadth
2
None
         22477727 function calls (22476141 primitive calls) in 49.900 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.057    0.019 ssl.py:863(read)
        1    0.000    0.000    0.000    0.000 ssl.py:890(getpeercert)
        1    0.000    0.000    0.000    0.000 ssl.py:934(send)
        1    0.000    0.000    0.000    0.000 ssl.py:961(sendall)
        3    0.000    0.000    0.057    0.019 ssl.py:998(recv_into)
        2    0.000    0.000    0.000    0.000 ssl_.py:180(resolve_cert_reqs)
        1    0.000    0.000    0.000    0.000 ssl_.py:203(resolve_ssl_version)
        1    0.000    0.000    0.000    0.000 ssl_.py:219(create_urllib3_context)
        1    0.000    0.000    0.121    0.121 ssl_.py:282(ssl_wrap_socket)
        5    0.000    0.000    0.000    0.000 structures.py:42(__init__)
       26    0.000    0.000    0.000    0.000 structures.py:48(__setitem__)
       18    0.000    0.000    0.000    0.000 structures.py:53(__getitem__)
        5    0.000    0.000    0.000    0.000 structures.py:59(__iter__)
       25    0.000    0.000    0.000    0.000 structures.py:60(<genexpr>)
        2    0.000    0.000    0.000    0.000 structures.py:62(__len__)
        3    0.000    0.000    0.000    0.000 threading.py:215(__init__)
       23    0.000    0.000    0.000    0.000 threading.py:239(__enter__)
       23    0.000    0.000    0.000    0.000 threading.py:242(__exit__)
       22    0.000    0.000    0.000    0.000 threading.py:254(_is_owned)
       22    0.000    0.000    0.000    0.000 threading.py:334(notify)
        6    0.000    0.000    0.000    0.000 threading.py:74(RLock)
       12    0.000    0.000    0.000    0.000 timeout.py:103(_validate_timeout)
        1    0.000    0.000    0.000    0.000 timeout.py:140(from_float)
        2    0.000    0.000    0.000    0.000 timeout.py:156(clone)
        1    0.000    0.000    0.000    0.000 timeout.py:171(start_connect)
        3    0.000    0.000    0.000    0.000 timeout.py:195(connect_timeout)
        1    0.000    0.000    0.000    0.000 timeout.py:213(read_timeout)
        4    0.000    0.000    0.000    0.000 timeout.py:93(__init__)
        1    0.000    0.000    0.000    0.000 universaldetector.py:111(feed)
        1    0.000    0.000    0.000    0.000 universaldetector.py:220(close)
        1    0.000    0.000    0.000    0.000 universaldetector.py:81(__init__)
        1    0.000    0.000    0.000    0.000 universaldetector.py:94(reset)
        2    0.000    0.000    0.000    0.000 url.py:132(parse_url)
        2    0.000    0.000    0.000    0.000 url.py:22(__new__)
        2    0.000    0.000    0.000    0.000 url.py:99(split_first)
        1    0.000    0.000    0.000    0.000 utils.py:160(get_netrc_auth)
        7    0.000    0.000    0.000    0.000 utils.py:244(to_key_val_list)
        1    0.000    0.000    0.000    0.000 utils.py:410(get_encoding_from_headers)
        1    0.000    0.000    0.000    0.000 utils.py:449(iter_slices)
        1    0.000    0.000    0.000    0.000 utils.py:45(proxy_bypass_registry)
        1    0.000    0.000    0.000    0.000 utils.py:500(unquote_unreserved)
       20    0.000    0.000    0.000    0.000 utils.py:51(_has_surrogates)
        1    0.000    0.000    0.000    0.000 utils.py:524(requote_uri)
        2    0.000    0.000    0.000    0.000 utils.py:607(set_environ)
        1    0.000    0.000    0.001    0.001 utils.py:629(should_bypass_proxies)
        1    0.000    0.000    0.000    0.000 utils.py:635(<lambda>)
        1    0.000    0.000    0.002    0.002 utils.py:686(get_environ_proxies)
        2    0.000    0.000    0.000    0.000 utils.py:698(select_proxy)
        1    0.000    0.000    0.000    0.000 utils.py:724(default_user_agent)
        1    0.000    0.000    0.000    0.000 utils.py:733(default_headers)
        1    0.000    0.000    0.001    0.001 utils.py:78(proxy_bypass)
        1    0.000    0.000    0.000    0.000 utils.py:833(get_auth_from_url)
        4    0.000    0.000    0.000    0.000 utils.py:854(check_header_validity)
        1    0.000    0.000    0.000    0.000 utils.py:99(super_len)
       21    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x702E37B8}
        1    0.049    0.049    0.049    0.049 {built-in method _socket.getaddrinfo}
        1    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.any}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
       18    0.000    0.000    0.000    0.000 {built-in method builtins.getattr}
       48    0.000    0.000    0.000    0.000 {built-in method builtins.hasattr}
      463    0.000    0.000    0.000    0.000 {built-in method builtins.isinstance}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
  185/184    0.000    0.000    0.000    0.000 {built-in method builtins.len}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.max}
       41    0.000    0.000    0.000    0.000 {built-in method builtins.min}
       20    0.000    0.000    0.000    0.000 {built-in method builtins.next}
        6    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        1    0.000    0.000    0.000    0.000 {built-in method nt._isdir}
        3    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
        3    0.000    0.000    0.000    0.000 {built-in method nt.stat}
        1    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
        2    0.000    0.000    0.000    0.000 {built-in method time.perf_counter}
        4    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 {built-in method today}
        2    0.000    0.000    0.000    0.000 {built-in method winreg.OpenKey}
        3    0.000    0.000    0.000    0.000 {built-in method winreg.QueryValueEx}
        1    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
        2    0.000    0.000    0.000    0.000 {function HTTPResponse.close at 0x0278DB28}
        1    0.000    0.000    0.000    0.000 {function HTTPResponse.flush at 0x0278DB70}
        1    0.000    0.000    0.000    0.000 {function socket.detach at 0x02677B70}
        1    0.000    0.000    0.000    0.000 {method 'Close' of 'PyHKEY' objects}
       23    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
       23    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        3    0.000    0.000    0.000    0.000 {method '_checkClosed' of '_io._IOBase' objects}
        3    0.000    0.000    0.000    0.000 {method '_checkReadable' of '_io._IOBase' objects}
        1    0.000    0.000    0.000    0.000 {method '_wrap_socket' of '_ssl._SSLContext' objects}
        5    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       22    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
      148    0.000    0.000    0.000    0.000 {method 'append' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        1    0.051    0.051    0.051    0.051 {method 'connect' of '_socket.socket' objects}
        4    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        6    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
       20    0.000    0.000    0.000    0.000 {method 'decompress' of 'zlib.Decompress' objects}
        1    0.110    0.110    0.110    0.110 {method 'do_handshake' of '_ssl._SSLSocket' objects}
        1    0.000    0.000    0.000    0.000 {method 'enable' of '_lsprof.Profiler' objects}
       36    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
        2    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'fileno' of '_socket.socket' objects}
       25    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'flush' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 {method 'flush' of 'zlib.Decompress' objects}
        2    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        5    0.000    0.000    0.000    0.000 {method 'fullmatch' of '_sre.SRE_Pattern' objects}
       39    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 {method 'getsockopt' of '_socket.socket' objects}
        3    0.000    0.000    0.000    0.000 {method 'gettimeout' of '_socket.socket' objects}
        4    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
       25    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
     48/8    0.000    0.000    0.001    0.000 {method 'join' of 'bytes' objects}
       38    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
       11    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.011    0.011    0.011    0.011 {method 'load_verify_locations' of '_ssl._SSLContext' objects}
      361    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       14    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
       19    0.000    0.000    0.000    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
       22    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'peer_certificate' of '_ssl._SSLSocket' objects}
        1    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
       12    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
       21    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
       14    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
       40    0.000    0.000    0.000    0.000 {method 'read' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
        3    0.057    0.019    0.057    0.019 {method 'read' of '_ssl._SSLSocket' objects}
       37    0.000    0.000    0.057    0.002 {method 'readline' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
        5    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        7    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
       13    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        9    0.000    0.000    0.000    0.000 {method 'search' of '_sre.SRE_Pattern' objects}
        4    0.000    0.000    0.000    0.000 {method 'seek' of '_io.StringIO' objects}
        2    0.000    0.000    0.000    0.000 {method 'set_ciphers' of '_ssl._SSLContext' objects}
       13    0.000    0.000    0.000    0.000 {method 'setdefault' of 'collections.OrderedDict' objects}
        5    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
        4    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       23    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
       24    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        5    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytearray' objects}
       29    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
       10    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'truncate' of '_io.StringIO' objects}
        2    0.000    0.000    0.000    0.000 {method 'update' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
      195    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        9    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
        2    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}


         1081740 function calls (1081603 primitive calls) in 7.772 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:997(_handle_fromlist)
        1    0.000    0.000    0.000    0.000 <string>:12(__new__)
