www.youtube.com
breadth
2
None
         22477727 function calls (22476141 primitive calls) in 49.900 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _lxml.py:218(doctype)
        1    0.000    0.000    0.000    0.000 _lxml.py:243(default_parser)
        1    0.020    0.020    0.068    0.068 _lxml.py:246(feed)
        1    0.000    0.000    0.000    0.000 _lxml.py:57(parser_for)
        1    0.000    0.000    0.000    0.000 _lxml.py:66(__init__)
     1449    0.001    0.000    0.001    0.000 _lxml.py:76(_getNsTag)
        2    0.000    0.000    6.805    3.403 _lxml.py:84(prepare_markup)
       44    0.000    0.000    0.000    0.000 _policybase.py:281(_sanitize_header)
       27    0.000    0.000    0.000    0.000 _policybase.py:293(header_source_parse)
       44    0.000    0.000    0.000    0.000 _policybase.py:311(header_fetch_parse)
       53    0.000    0.000    0.000    0.000 _weakrefset.py:70(__contains__)
       37    0.000    0.000    0.000    0.000 abc.py:180(__instancecheck__)
        2    0.000    0.000    0.000    0.000 adapters.py:110(__init__)
        2    0.000    0.000    0.000    0.000 adapters.py:144(init_poolmanager)
        2    0.000    0.000    0.000    0.000 adapters.py:201(cert_verify)
        2    0.000    0.000    0.001    0.000 adapters.py:253(build_response)
        2    0.000    0.000    0.001    0.000 adapters.py:290(get_connection)
        2    0.000    0.000    0.004    0.002 adapters.py:313(close)
        2    0.000    0.000    0.000    0.000 adapters.py:323(request_url)
        2    0.000    0.000    0.000    0.000 adapters.py:352(add_headers)
        2    0.000    0.000    0.706    0.353 adapters.py:388(send)
        2    0.000    0.000    0.000    0.000 adapters.py:55(__init__)
        1    0.000    0.000    0.890    0.890 api.py:16(request)
        1    0.000    0.000    0.890    0.890 api.py:61(get)
        1    0.000    0.000    0.000    0.000 big5prober.py:35(__init__)
        2    0.000    0.000    0.000    0.000 big5prober.py:41(charset_name)
        2    0.000    0.000    0.000    0.000 big5prober.py:45(language)
        6    0.000    0.000    0.000    0.000 calendar.py:598(timegm)
        6    0.000    0.000    0.000    0.000 cgi.py:301(_parseparam)
        2    0.000    0.000    0.000    0.000 cgi.py:313(parse_header)
        1    0.000    0.000    0.000    0.000 chardistribution.py:114(__init__)
        2    0.000    0.000    0.000    0.000 chardistribution.py:133(__init__)
        1    0.000    0.000    0.000    0.000 chardistribution.py:152(__init__)
        1    0.000    0.000    0.000    0.000 chardistribution.py:171(__init__)
        1    0.000    0.000    0.000    0.000 chardistribution.py:193(__init__)
        1    0.000    0.000    0.000    0.000 chardistribution.py:218(__init__)
        7    0.000    0.000    0.000    0.000 chardistribution.py:46(__init__)
       21    0.000    0.000    0.000    0.000 chardistribution.py:61(reset)
       14    0.000    0.000    0.000    0.000 chardistribution.py:84(get_confidence)
        2    0.000    0.000    0.000    0.000 charsetgroupprober.py:33(__init__)
        2    0.000    0.000    0.000    0.000 charsetgroupprober.py:39(reset)
        2    0.000    0.000    0.000    0.000 charsetgroupprober.py:49(charset_name)
        1    0.000    0.000    0.000    0.000 charsetgroupprober.py:57(language)
        2    0.000    0.000    5.250    2.625 charsetgroupprober.py:65(feed)
        3    0.000    0.000    0.000    0.000 charsetgroupprober.py:85(get_confidence)
        1    1.157    1.157    1.241    1.241 charsetprober.py:103(filter_with_english_letters)
       26    0.000    0.000    0.000    0.000 charsetprober.py:39(__init__)
       47    0.000    0.000    0.000    0.000 charsetprober.py:44(reset)
       38    0.000    0.000    0.000    0.000 charsetprober.py:54(state)
        1    0.000    0.000    0.000    0.000 charsetprober.py:58(get_confidence)
        1    0.000    0.000    0.110    0.110 charsetprober.py:61(filter_high_byte_only)
       13    0.002    0.000    1.560    0.120 charsetprober.py:66(filter_international_words)
        2    0.000    0.000    0.000    0.000 client.py:1017(_send_output)
        2    0.000    0.000    0.000    0.000 client.py:1071(putrequest)
       10    0.000    0.000    0.000    0.000 client.py:1195(putheader)
        2    0.000    0.000    0.000    0.000 client.py:1223(endheaders)
        2    0.000    0.000    0.001    0.001 client.py:1236(request)
        2    0.000    0.000    0.001    0.001 client.py:1241(_send_request)
       10    0.000    0.000    0.000    0.000 client.py:1243(<genexpr>)
        2    0.000    0.000    0.312    0.156 client.py:1287(getresponse)
        2    0.000    0.000    0.001    0.000 client.py:194(parse_headers)
        2    0.000    0.000    0.000    0.000 client.py:227(__init__)
        2    0.000    0.000    0.311    0.155 client.py:257(_read_status)
        2    0.000    0.000    0.312    0.156 client.py:290(begin)
        2    0.000    0.000    0.000    0.000 client.py:370(_check_close)
        2    0.000    0.000    0.000    0.000 client.py:400(_close_conn)
        3    0.000    0.000    0.000    0.000 client.py:405(close)
        2    0.000    0.000    0.000    0.000 client.py:417(flush)
        6    0.000    0.000    0.000    0.000 client.py:428(isclosed)
        1    0.000    0.000    0.000    0.000 client.py:438(read)
        1    0.000    0.000    0.000    0.000 client.py:470(readinto)
      132    0.000    0.000    0.167    0.001 client.py:596(_safe_read)
        2    0.000    0.000    0.000    0.000 client.py:804(_get_content_length)
        2    0.000    0.000    0.000    0.000 client.py:836(__init__)
        2    0.000    0.000    0.000    0.000 client.py:879(_get_hostport)
        2    0.000    0.000    0.001    0.000 client.py:942(close)
        2    0.000    0.000    0.000    0.000 client.py:956(send)
       12    0.000    0.000    0.000    0.000 client.py:995(_output)
        8    0.000    0.000    0.000    0.000 codingstatemachine.py:55(__init__)
       24    0.000    0.000    0.000    0.000 codingstatemachine.py:63(reset)
   329748    1.324    0.000    1.324    0.000 codingstatemachine.py:66(next_state)
   329609    0.108    0.000    0.108    0.000 codingstatemachine.py:80(get_current_charlen)
        2    0.000    0.000    0.000    0.000 connection.py:106(__init__)
        2    0.000    0.000    0.148    0.074 connection.py:127(_new_conn)
        2    0.000    0.000    0.000    0.000 connection.py:213(__init__)
        2    0.000    0.000    0.000    0.000 connection.py:257(set_cert)
        2    0.000    0.000    0.390    0.195 connection.py:282(connect)
        2    0.000    0.000    0.000    0.000 connection.py:354(_match_hostname)
        2    0.000    0.000    0.148    0.074 connection.py:36(create_connection)
        2    0.000    0.000    0.000    0.000 connection.py:88(_set_socket_options)
        2    0.000    0.000    0.000    0.000 connection.py:96(allowed_gai_family)
        2    0.000    0.000    0.000    0.000 connectionpool.py:162(__init__)
        2    0.000    0.000    0.000    0.000 connectionpool.py:215(_get_conn)
        2    0.000    0.000    0.000    0.000 connectionpool.py:253(_put_conn)
        2    0.000    0.000    0.000    0.000 connectionpool.py:283(_validate_conn)
        4    0.000    0.000    0.000    0.000 connectionpool.py:293(_get_timeout)
        2    0.000    0.000    0.704    0.352 connectionpool.py:322(_make_request)
        2    0.003    0.002    0.004    0.002 connectionpool.py:410(close)
        2    0.000    0.000    0.704    0.352 connectionpool.py:447(urlopen)
        2    0.000    0.000    0.000    0.000 connectionpool.py:67(__init__)
        2    0.000    0.000    0.000    0.000 connectionpool.py:758(__init__)
        2    0.000    0.000    0.000    0.000 connectionpool.py:783(_prepare_conn)
        2    0.000    0.000    0.000    0.000 connectionpool.py:818(_new_conn)
        2    0.000    0.000    0.390    0.195 connectionpool.py:842(_validate_conn)
        2    0.000    0.000    0.000    0.000 connectionpool.py:889(_ipv6_host)
        5    0.000    0.000    0.000    0.000 contextlib.py:157(helper)
        5    0.000    0.000    0.000    0.000 contextlib.py:59(__init__)
        5    0.000    0.000    0.000    0.000 contextlib.py:79(__enter__)
        5    0.000    0.000    0.000    0.000 contextlib.py:85(__exit__)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1002(set_ok_domain)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1061(set_ok_port)
       10    0.000    0.000    0.000    0.000 cookiejar.py:1200(vals_sorted_by_key)
       10    0.000    0.000    0.000    0.000 cookiejar.py:1204(deepvalues)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1239(__init__)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1268(_cookies_for_request)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1275(_cookie_attrs)
        6    0.000    0.000    0.000    0.000 cookiejar.py:131(offset_from_tz_string)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1334(add_cookie_header)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1367(_normalized_cookie_tuples)
        6    0.000    0.000    0.000    0.000 cookiejar.py:145(_str2time)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1464(_cookie_from_cookie_tuple)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1556(_cookies_from_attrs_set)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1565(_process_rfc2109_cookies)
        6    0.000    0.000    0.001    0.000 cookiejar.py:1577(make_cookies)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1644(set_cookie)
        6    0.000    0.000    0.002    0.000 cookiejar.py:1657(extract_cookies)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1713(clear_expired_cookies)
       10    0.000    0.000    0.000    0.000 cookiejar.py:1732(__iter__)
        6    0.000    0.000    0.000    0.000 cookiejar.py:223(http2time)
        3    0.000    0.000    0.000    0.000 cookiejar.py:337(split_header_words)
        6    0.000    0.000    0.000    0.000 cookiejar.py:448(strip_quotes)
        3    0.000    0.000    0.000    0.000 cookiejar.py:455(parse_ns_headers)
       20    0.000    0.000    0.000    0.000 cookiejar.py:46(_debug)
       18    0.000    0.000    0.000    0.000 cookiejar.py:524(is_HDN)
        6    0.000    0.000    0.000    0.000 cookiejar.py:539(domain_match)
       12    0.000    0.000    0.000    0.000 cookiejar.py:609(request_host)
        6    0.000    0.000    0.000    0.000 cookiejar.py:625(eff_request_host)
        6    0.000    0.000    0.000    0.000 cookiejar.py:636(request_path)
       12    0.000    0.000    0.000    0.000 cookiejar.py:666(escape_path)
        6    0.000    0.000    0.000    0.000 cookiejar.py:680(reach)
        6    0.000    0.000    0.000    0.000 cookiejar.py:715(is_third_party)
        6    0.000    0.000    0.000    0.000 cookiejar.py:75(_timegm)
        6    0.000    0.000    0.000    0.000 cookiejar.py:750(__init__)
        6    0.000    0.000    0.000    0.000 cookiejar.py:873(__init__)
        6    0.000    0.000    0.000    0.000 cookiejar.py:913(is_blocked)
        6    0.000    0.000    0.000    0.000 cookiejar.py:928(is_not_allowed)
        6    0.000    0.000    0.001    0.000 cookiejar.py:936(set_ok)
        6    0.000    0.000    0.000    0.000 cookiejar.py:955(set_ok_version)
        6    0.000    0.000    0.000    0.000 cookiejar.py:970(set_ok_verifiability)
        6    0.000    0.000    0.000    0.000 cookiejar.py:982(set_ok_name)
        6    0.000    0.000    0.000    0.000 cookiejar.py:991(set_ok_path)
        6    0.000    0.000    0.000    0.000 cookies.py:105(__init__)
       12    0.000    0.000    0.000    0.000 cookies.py:112(info)
        6    0.000    0.000    0.002    0.000 cookies.py:119(extract_cookies_to_jar)
        2    0.000    0.000    0.000    0.000 cookies.py:136(get_cookie_header)
        6    0.000    0.000    0.000    0.000 cookies.py:344(set_cookie)
        4    0.000    0.000    0.000    0.000 cookies.py:349(update)
        8    0.000    0.000    0.000    0.000 cookies.py:38(__init__)
        1    0.000    0.000    0.000    0.000 cookies.py:415(copy)
        1    0.000    0.000    0.000    0.000 cookies.py:422(_copy_cookie_jar)
        6    0.000    0.000    0.000    0.000 cookies.py:46(get_host)
        6    0.000    0.000    0.000    0.000 cookies.py:49(get_origin_req_host)
        4    0.000    0.000    0.000    0.000 cookies.py:503(cookiejar_from_dict)
        4    0.000    0.000    0.000    0.000 cookies.py:515(<listcomp>)
       18    0.000    0.000    0.000    0.000 cookies.py:52(get_full_url)
        3    0.000    0.000    0.000    0.000 cookies.py:523(merge_cookies)
        6    0.000    0.000    0.000    0.000 cookies.py:66(is_unverifiable)
        2    0.000    0.000    0.000    0.000 cookies.py:82(get_new_headers)
        6    0.000    0.000    0.000    0.000 cookies.py:85(unverifiable)
        6    0.000    0.000    0.000    0.000 cookies.py:89(origin_req_host)
        6    0.000    0.000    0.000    0.000 copy.py:66(copy)
        1    0.000    0.000    0.000    0.000 cp949prober.py:35(__init__)
        2    0.000    0.000    0.000    0.000 cp949prober.py:43(charset_name)
        2    0.000    0.000    0.000    0.000 cp949prober.py:47(language)
        1    0.000    0.000    7.772    7.772 crawler.py:110(crawlPage)
       69    0.000    0.000    0.000    0.000 crawler.py:19(tag_visible)
        1    0.000    0.000    0.000    0.000 dammit.py:218(__init__)
        1    0.000    0.000    0.000    0.000 dammit.py:222(<listcomp>)
        5    0.000    0.000    0.000    0.000 dammit.py:230(_usable)
        2    0.000    0.000    6.805    3.403 dammit.py:240(encodings)
        1    0.000    0.000    0.000    0.000 dammit.py:273(strip_byte_order_mark)
        1    0.000    0.000    0.000    0.000 dammit.py:299(find_declared_encoding)
        1    0.000    0.000    6.805    6.805 dammit.py:33(chardet_dammit)
     1402    0.000    0.000    0.000    0.000 element.py:1024(__bool__)
        1    0.000    0.000    0.000    0.000 element.py:1043(__getattr__)
        1    0.000    0.000    0.000    0.000 element.py:1058(__eq__)
        1    0.000    0.000    0.000    0.000 element.py:1287(find)
        3    0.000    0.000    0.009    0.003 element.py:1298(find_all)
     1429    0.001    0.000    0.001    0.000 element.py:1323(descendants)
        3    0.000    0.000    0.000    0.000 element.py:1585(__init__)
        6    0.000    0.000    0.000    0.000 element.py:1612(_normalize_search_value)
      713    0.002    0.000    0.003    0.000 element.py:1689(search)
      289    0.000    0.000    0.001    0.000 element.py:1715(_matches)
        3    0.000    0.000    0.003    0.001 element.py:1801(__init__)
     1003    0.003    0.000    0.003    0.000 element.py:203(setup)
        2    0.000    0.000    0.000    0.000 element.py:296(_last_descendant)
        3    0.001    0.000    0.009    0.003 element.py:518(_find_all)
       56    0.001    0.000    0.003    0.000 element.py:543(<genexpr>)
      289    0.001    0.000    0.006    0.000 element.py:704(__new__)
        1    0.000    0.000    0.000    0.000 element.py:793(for_name_and_ids)
      425    0.004    0.000    0.011    0.000 element.py:813(__init__)
       15    0.000    0.000    0.000    0.000 element.py:989(get)
       34    0.000    0.000    0.000    0.000 enum.py:265(__call__)
       34    0.000    0.000    0.000    0.000 enum.py:515(__new__)
        8    0.000    0.000    0.000    0.000 enum.py:795(__or__)
       28    0.000    0.000    0.000    0.000 enums.py:59(get_num_categories)
        1    0.000    0.000    0.000    0.000 eucjpprober.py:37(__init__)
        2    0.000    0.000    0.000    0.000 eucjpprober.py:44(reset)
        2    0.000    0.000    0.000    0.000 eucjpprober.py:48(charset_name)
        2    0.000    0.000    0.000    0.000 eucjpprober.py:52(language)
        2    0.000    0.000    0.000    0.000 eucjpprober.py:89(get_confidence)
        1    0.000    0.000    0.000    0.000 euckrprober.py:35(__init__)
        2    0.000    0.000    0.000    0.000 euckrprober.py:41(charset_name)
        2    0.000    0.000    0.000    0.000 euckrprober.py:45(language)
        1    0.000    0.000    0.000    0.000 euctwprober.py:34(__init__)
        2    0.000    0.000    0.000    0.000 euctwprober.py:40(charset_name)
        2    0.000    0.000    0.000    0.000 euctwprober.py:44(language)
        2    0.000    0.000    0.000    0.000 feedparser.py:101(push)
        4    0.000    0.000    0.000    0.000 feedparser.py:122(pushlines)
        4    0.000    0.000    0.000    0.000 feedparser.py:125(__iter__)
       33    0.000    0.000    0.000    0.000 feedparser.py:128(__next__)
        2    0.000    0.000    0.000    0.000 feedparser.py:139(__init__)
        2    0.000    0.000    0.001    0.000 feedparser.py:173(feed)
        4    0.000    0.000    0.001    0.000 feedparser.py:178(_call_parse)
        2    0.000    0.000    0.000    0.000 feedparser.py:184(close)
        2    0.000    0.000    0.000    0.000 feedparser.py:197(_new_message)
        2    0.000    0.000    0.000    0.000 feedparser.py:210(_pop_message)
        4    0.000    0.000    0.001    0.000 feedparser.py:218(_parsegen)
        2    0.000    0.000    0.000    0.000 feedparser.py:471(_parse_headers)
        2    0.000    0.000    0.000    0.000 feedparser.py:53(__init__)
        2    0.000    0.000    0.000    0.000 feedparser.py:70(close)
       33    0.000    0.000    0.000    0.000 feedparser.py:78(readline)
        1    0.000    0.000    0.000    0.000 gb2312prober.py:34(__init__)
        2    0.000    0.000    0.000    0.000 gb2312prober.py:40(charset_name)
        2    0.000    0.000    0.000    0.000 gb2312prober.py:44(language)
        6    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
        1    0.000    0.000    0.000    0.000 hebrewprober.py:154(__init__)
        2    0.000    0.000    0.000    0.000 hebrewprober.py:164(reset)
        1    0.000    0.000    0.000    0.000 hebrewprober.py:174(set_model_probers)
        2    0.000    0.000    0.000    0.000 hebrewprober.py:178(is_final)
        1    0.000    0.000    0.110    0.110 hebrewprober.py:196(feed)
        3    0.000    0.000    0.000    0.000 hebrewprober.py:255(charset_name)
        3    0.000    0.000    0.000    0.000 hebrewprober.py:282(language)
        1    0.000    0.000    0.000    0.000 hebrewprober.py:286(state)
        4    0.000    0.000    0.000    0.000 hooks.py:17(default_hooks)
        8    0.000    0.000    0.000    0.000 hooks.py:18(<genexpr>)
        2    0.000    0.000    0.000    0.000 hooks.py:23(dispatch_hook)
        4    0.000    0.000    0.000    0.000 idna.py:147(encode)
        2    0.000    0.000    0.000    0.000 idna.py:184(decode)
        1    0.000    0.000    0.000    0.000 inspect.py:1082(getfullargspec)
        2    0.000    0.000    0.000    0.000 inspect.py:159(isfunction)
        1    0.000    0.000    0.000    0.000 inspect.py:2095(_signature_from_function)
      2/1    0.000    0.000    0.000    0.000 inspect.py:2176(_signature_from_callable)
        4    0.000    0.000    0.000    0.000 inspect.py:2435(__init__)
        8    0.000    0.000    0.000    0.000 inspect.py:2484(name)
        5    0.000    0.000    0.000    0.000 inspect.py:2488(default)
        4    0.000    0.000    0.000    0.000 inspect.py:2492(annotation)
        4    0.000    0.000    0.000    0.000 inspect.py:2496(kind)
        1    0.000    0.000    0.000    0.000 inspect.py:2714(__init__)
        5    0.000    0.000    0.000    0.000 inspect.py:2759(<genexpr>)
        1    0.000    0.000    0.000    0.000 inspect.py:2789(parameters)
        1    0.000    0.000    0.000    0.000 inspect.py:2793(return_annotation)
        2    0.000    0.000    0.000    0.000 ipaddress.py:1099(_ip_int_from_string)
        2    0.000    0.000    0.000    0.000 ipaddress.py:1251(__init__)
        2    0.000    0.000    0.000    0.000 ipaddress.py:1631(_ip_int_from_string)
        2    0.000    0.000    0.000    0.000 ipaddress.py:1883(__init__)
        2    0.000    0.000    0.000    0.000 ipaddress.py:27(ip_address)
        2    0.000    0.000    0.000    0.000 jpcntx.py:123(__init__)
        6    0.000    0.000    0.000    0.000 jpcntx.py:131(reset)
        4    0.000    0.000    0.000    0.000 jpcntx.py:173(get_confidence)
        1    0.000    0.000    0.000    0.000 jpcntx.py:184(__init__)
        2    0.000    0.000    0.000    0.000 jpcntx.py:188(charset_name)
        1    0.000    0.000    0.000    0.000 latin1prober.py:103(reset)
        1    0.308    0.308    1.549    1.549 latin1prober.py:116(feed)
        1    0.000    0.000    0.000    0.000 latin1prober.py:130(get_confidence)
        1    0.000    0.000    0.000    0.000 latin1prober.py:97(__init__)
        7    0.000    0.000    0.000    0.000 mbcharsetprober.py:39(__init__)
       14    0.000    0.000    0.000    0.000 mbcharsetprober.py:45(reset)
       10    0.000    0.000    0.000    0.000 mbcharsetprober.py:90(get_confidence)
        1    0.000    0.000    0.001    0.001 mbcsgroupprober.py:42(__init__)
        4    0.000    0.000    0.000    0.000 message.py:120(__init__)
        2    0.000    0.000    0.000    0.000 message.py:181(is_multipart)
        2    0.000    0.000    0.000    0.000 message.py:213(get_payload)
        8    0.000    0.000    0.000    0.000 message.py:29(_splitparam)
        2    0.000    0.000    0.000    0.000 message.py:303(set_payload)
        2    0.000    0.000    0.000    0.000 message.py:451(items)
        2    0.000    0.000    0.000    0.000 message.py:459(<listcomp>)
       20    0.000    0.000    0.000    0.000 message.py:462(get)
       27    0.000    0.000    0.000    0.000 message.py:479(set_raw)
       12    0.000    0.000    0.000    0.000 message.py:497(get_all)
        8    0.000    0.000    0.000    0.000 message.py:564(get_content_type)
        6    0.000    0.000    0.000    0.000 message.py:588(get_content_maintype)
        1    0.000    0.000    0.000    0.000 models.py:171(register_hook)
        1    0.000    0.000    0.000    0.000 models.py:180(<genexpr>)
        1    0.000    0.000    0.000    0.000 models.py:218(__init__)
        2    0.000    0.000    0.000    0.000 models.py:282(__init__)
        1    0.000    0.000    0.001    0.001 models.py:299(prepare)
        1    0.000    0.000    0.000    0.000 models.py:320(copy)
        1    0.000    0.000    0.000    0.000 models.py:331(prepare_method)
        1    0.000    0.000    0.000    0.000 models.py:347(prepare_url)
        1    0.000    0.000    0.000    0.000 models.py:433(prepare_headers)
        1    0.000    0.000    0.000    0.000 models.py:444(prepare_body)
        1    0.000    0.000    0.000    0.000 models.py:513(prepare_content_length)
        1    0.000    0.000    0.000    0.000 models.py:526(prepare_auth)
        2    0.000    0.000    0.000    0.000 models.py:548(prepare_cookies)
        1    0.000    0.000    0.000    0.000 models.py:568(prepare_hooks)
        2    0.000    0.000    0.000    0.000 models.py:588(__init__)
        2    0.000    0.000    0.000    0.000 models.py:61(path_url)
        3    0.000    0.000    0.000    0.000 models.py:702(is_redirect)
        2    0.000    0.000    0.000    0.000 models.py:724(iter_content)
       38    0.000    0.000    0.173    0.005 models.py:741(generate)
        4    0.000    0.000    0.173    0.043 models.py:810(content)
        1    0.000    0.000    0.000    0.000 models.py:82(_encode_params)
        1    0.000    0.000    0.000    0.000 models.py:937(close)
        6    0.000    0.000    0.000    0.000 ntpath.py:309(expanduser)
        4    0.000    0.000    0.000    0.000 ntpath.py:34(_get_bothseps)
      465    0.001    0.000    0.001    0.000 os.py:664(__getitem__)
      450    0.000    0.000    0.000    0.000 os.py:687(__iter__)
      465    0.000    0.000    0.000    0.000 os.py:728(check_str)
      465    0.000    0.000    0.001    0.000 os.py:734(encodekey)
       96    0.000    0.000    0.000    0.000 parse.py:109(_coerce_args)
        1    0.000    0.000    0.000    0.000 parse.py:146(username)
       12    0.000    0.000    0.000    0.000 parse.py:154(hostname)
        1    0.000    0.000    0.000    0.000 parse.py:178(_userinfo)
       12    0.000    0.000    0.000    0.000 parse.py:190(_hostinfo)
        3    0.000    0.000    0.000    0.000 parse.py:325(geturl)
       40    0.000    0.000    0.001    0.000 parse.py:361(urlparse)
        2    0.000    0.000    0.000    0.000 parse.py:386(_splitnetloc)
       48    0.000    0.000    0.000    0.000 parse.py:394(urlsplit)
        4    0.000    0.000    0.000    0.000 parse.py:433(<genexpr>)
        4    0.000    0.000    0.000    0.000 parse.py:450(urlunparse)
        4    0.000    0.000    0.000    0.000 parse.py:461(urlunsplit)
        1    0.000    0.000    0.000    0.000 parse.py:600(unquote)
       14    0.000    0.000    0.000    0.000 parse.py:747(quote)
       14    0.000    0.000    0.000    0.000 parse.py:808(quote_from_bytes)
        1    0.000    0.000    0.000    0.000 parse.py:830(urlencode)
       96    0.000    0.000    0.000    0.000 parse.py:98(_noop)
        2    0.000    0.000    0.000    0.000 parser.py:18(__init__)
        2    0.000    0.000    0.001    0.000 parser.py:42(parse)
        2    0.000    0.000    0.001    0.000 parser.py:60(parsestr)
        2    0.000    0.000    0.000    0.000 poolmanager.py:151(__init__)
        2    0.000    0.000    0.004    0.002 poolmanager.py:155(<lambda>)
        2    0.000    0.000    0.000    0.000 poolmanager.py:170(_new_pool)
        2    0.000    0.000    0.004    0.002 poolmanager.py:197(clear)
        2    0.000    0.000    0.000    0.000 poolmanager.py:206(connection_from_host)
        2    0.000    0.000    0.000    0.000 poolmanager.py:229(connection_from_context)
        2    0.000    0.000    0.000    0.000 poolmanager.py:242(connection_from_pool_key)
        2    0.000    0.000    0.001    0.000 poolmanager.py:266(connection_from_url)
        2    0.000    0.000    0.000    0.000 poolmanager.py:281(_merge_pool_kwargs)
        2    0.000    0.000    0.000    0.000 poolmanager.py:57(_default_key_normalizer)
       22    0.000    0.000    0.000    0.000 queue.py:115(put)
       24    0.000    0.000    0.000    0.000 queue.py:147(get)
        2    0.000    0.000    0.000    0.000 queue.py:236(_init)
       46    0.000    0.000    0.000    0.000 queue.py:239(_qsize)
       22    0.000    0.000    0.000    0.000 queue.py:242(_put)
       22    0.000    0.000    0.000    0.000 queue.py:245(_get)
        2    0.000    0.000    0.000    0.000 queue.py:27(__init__)
        1    0.000    0.000    0.110    0.110 re.py:184(sub)
       13    0.000    0.000    1.557    0.120 re.py:214(findall)
        1    0.000    0.000    0.000    0.000 re.py:231(compile)
        2    0.000    0.000    0.000    0.000 re.py:249(escape)
       15    0.000    0.000    0.000    0.000 re.py:286(_compile)
        5    0.000    0.000    0.002    0.000 request.py:2458(getproxies_environment)
        2    0.000    0.000    0.000    0.000 request.py:2619(getproxies_registry)
        2    0.000    0.000    0.001    0.000 request.py:2664(getproxies)
        4    0.000    0.000    0.000    0.000 request.py:41(__init__)
        2    0.000    0.000    0.000    0.000 request.py:77(set_file_position)
        2    0.000    0.000    0.000    0.000 response.py:113(__init__)
        4    0.000    0.000    0.000    0.000 response.py:150(<genexpr>)
        3    0.000    0.000    0.000    0.000 response.py:174(release_conn)
        2    0.000    0.000    0.000    0.000 response.py:202(_init_length)
        1    0.000    0.000    0.000    0.000 response.py:226(<listcomp>)
        2    0.000    0.000    0.000    0.000 response.py:250(_init_decoder)
       70    0.000    0.000    0.004    0.000 response.py:260(_decode)
        1    0.000    0.000    0.000    0.000 response.py:278(_flush_decoder)
        4    0.000    0.000    0.000    0.000 response.py:289(_error_catcher)
        1    0.000    0.000    0.000    0.000 response.py:346(read)
        2    0.000    0.000    0.000    0.000 response.py:38(assert_header_parsing)
       38    0.000    0.000    0.173    0.005 response.py:415(stream)
        2    0.000    0.000    0.000    0.000 response.py:441(from_httplib)
        2    0.000    0.000    0.000    0.000 response.py:474(getheader)
        2    0.000    0.000    0.000    0.000 response.py:489(closed)
        2    0.000    0.000    0.000    0.000 response.py:526(supports_chunked_reads)
       70    0.000    0.000    0.001    0.000 response.py:535(_update_chunk_length)
       69    0.000    0.000    0.167    0.002 response.py:549(_handle_chunk)
        1    0.000    0.000    0.000    0.000 response.py:57(__init__)
       36    0.000    0.000    0.173    0.005 response.py:571(read_chunked)
        1    0.000    0.000    0.000    0.000 response.py:60(__getattr__)
       70    0.000    0.000    0.003    0.000 response.py:63(decompress)
        1    0.000    0.000    0.000    0.000 response.py:69(_get_decoder)
        1    0.000    0.000    0.000    0.000 response.py:69(is_response_to_head)
        2    0.000    0.000    0.000    0.000 response.py:7(is_fp_closed)
        2    0.000    0.000    0.000    0.000 retry.py:152(__init__)
        2    0.000    0.000    0.000    0.000 retry.py:285(_is_method_retryable)
        2    0.000    0.000    0.000    0.000 retry.py:294(is_retry)
       21    0.000    0.000    0.000    0.000 sbcharsetprober.py:124(get_confidence)
       14    0.000    0.000    0.000    0.000 sbcharsetprober.py:39(__init__)
       28    0.000    0.000    0.000    0.000 sbcharsetprober.py:53(reset)
       14    0.000    0.000    0.000    0.000 sbcharsetprober.py:63(charset_name)
       14    0.000    0.000    0.000    0.000 sbcharsetprober.py:70(language)
       14    1.025    0.073    2.585    0.185 sbcharsetprober.py:77(feed)
        1    0.000    0.000    0.000    0.000 sbcsgroupprober.py:44(__init__)
      4/2    0.000    0.000    0.602    0.301 sessions.py:119(resolve_redirects)
        1    0.000    0.000    0.000    0.000 sessions.py:227(rebuild_auth)
        1    0.000    0.000    0.001    0.001 sessions.py:251(rebuild_proxies)
        1    0.000    0.000    0.000    0.000 sessions.py:292(rebuild_method)
        1    0.000    0.000    0.000    0.000 sessions.py:340(__init__)
        1    0.000    0.000    0.000    0.000 sessions.py:395(__enter__)
        1    0.000    0.000    0.004    0.004 sessions.py:398(__exit__)
        1    0.000    0.000    0.001    0.001 sessions.py:401(prepare_request)
        1    0.000    0.000    0.886    0.886 sessions.py:441(request)
        7    0.000    0.000    0.000    0.000 sessions.py:50(merge_setting)
